profile_id,condition,gender,age_band,race,education,income,party,state
p00276,control,Male,45-59,Asian / Asian American,Some college or Associate's degree,"$100,000 to $167,999",Republican,South Carolina
p00277,control,Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,Texas
p00278,control,Male,60+,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,Arkansas
p00279,control,Male,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Republican,Kentucky
p00280,control,Female,18-29,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,Pennsylvania
p00281,control,Male,30-44,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,Vermont
p00282,control,Male,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,Florida
p00283,control,Female,30-44,Black / African American,High school diploma / GED,"$30,000 to $55,999",Republican,Michigan
p00284,control,Female,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,Louisiana
p00285,control,Female,18-29,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,New York
p00286,control,Female,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,California
p00287,control,Other,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,Illinois
p00288,control,Female,45-59,Asian / Asian American,Some college or Associate's degree,"$30,000 to $55,999",Republican,Missouri
p00289,control,Female,30-44,White / Caucasian,Less than high school,"$100,000 to $167,999",Democrat,Virginia
p00290,control,Male,18-29,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Democrat,Michigan
p00291,control,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,Texas
p00292,control,Female,45-59,White / Caucasian,Less than high school,"$30,000 to $55,999",Republican,Delaware
p00293,control,Male,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent,New Jersey
p00294,control,Female,60+,White / Caucasian,Doctorate degree / Ph.D.,"Less than $30,000",Independent,Arizona
p00295,control,Female,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,North Carolina
p00296,control,Male,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican,Missouri
p00297,control,Male,30-44,Asian / Asian American,High school diploma / GED,"$100,000 to $167,999",Republican,Maryland
p00298,control,Female,45-59,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Democrat,California
p00299,control,Female,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,Washington
p00300,control,Female,45-59,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,Michigan
p00301,control,Male,18-29,Black / African American,High school diploma / GED,"$30,000 to $55,999",Independent,Pennsylvania
p00302,control,Male,60+,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Independent,Texas
p00303,control,Female,60+,Black / African American,High school diploma / GED,"Less than $30,000",Independent,Texas
p00304,control,Male,45-59,Asian / Asian American,Less than high school,"Less than $30,000",Independent,Pennsylvania
p00305,control,Male,60+,White / Caucasian,Less than high school,"Less than $30,000",Independent,South Carolina
p00306,control,Female,18-29,Hispanic / Latino,Bachelor's degree,"$30,000 to $55,999",Republican,Alabama
p00307,control,Male,30-44,White / Caucasian,Less than high school,"$168,000 or more",Independent,Montana
p00308,control,Male,60+,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Independent,California
p00309,control,Male,30-44,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent,Minnesota
p00310,control,Male,30-44,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,Texas
p00311,control,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Independent,Florida
p00312,control,Female,45-59,Black / African American,Bachelor's degree,"$30,000 to $55,999",Republican,Florida
p00313,control,Female,45-59,White / Caucasian,Less than high school,"$168,000 or more",Democrat,Georgia
p00314,control,Female,45-59,White / Caucasian,Doctorate degree / Ph.D.,"Less than $30,000",Republican,New York
p00315,control,Male,30-44,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Democrat,Oregon
p00316,control,Male,45-59,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Independent,New York
p00317,control,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Independent,Iowa
p00318,control,Male,60+,Asian / Asian American,Some college or Associate's degree,"Less than $30,000",Independent,Florida
p00319,control,Male,30-44,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Republican,New Mexico
p00320,control,Female,18-29,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Republican,Alabama
p00321,control,Female,45-59,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Republican,Ohio
p00322,control,Male,60+,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Independent,Texas
p00323,control,Female,45-59,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,Kentucky
p00324,control,Female,60+,White / Caucasian,Doctorate degree / Ph.D.,"$30,000 to $55,999",Democrat,Ohio
p00325,control,Female,18-29,Black / African American,High school diploma / GED,"$56,000 to $99,999",Republican,Texas
p00326,control,Male,60+,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Republican,Wisconsin
p00327,control,Male,18-29,White / Caucasian,Bachelor's degree,"Less than $30,000",Republican,New York
p00328,control,Female,45-59,Hispanic / Latino,Master's degree / Professional degree,"$30,000 to $55,999",Republican,Ohio
p00329,control,Female,60+,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Democrat,Virginia
p00330,control,Male,45-59,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Independent,Montana
p00331,control,Female,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,Arizona
p00332,control,Male,60+,Asian / Asian American,Less than high school,"$30,000 to $55,999",Independent,Texas
p00333,control,Female,18-29,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican,California
p00334,control,Female,60+,Asian / Asian American,Bachelor's degree,"$30,000 to $55,999",Other,Washington
p00335,control,Male,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,California
p00336,control,Female,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat,Wisconsin
p00337,control,Male,18-29,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat,Nebraska
p00338,control,Female,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,Ohio
p00339,control,Female,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,Michigan
p00340,control,Female,45-59,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat,Florida
p00341,control,Female,45-59,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent,Pennsylvania
p00342,control,Male,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,Louisiana
p00343,control,Female,30-44,Hispanic / Latino,Less than high school,"$168,000 or more",Independent,Texas
p00344,control,Female,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,Virginia
p00345,control,Female,30-44,Asian / Asian American,Bachelor's degree,"$30,000 to $55,999",Democrat,Tennessee
p00346,control,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,Ohio
p00347,control,Male,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,California
p00348,control,Male,45-59,Asian / Asian American,High school diploma / GED,"$168,000 or more",Independent,New York
p00349,control,Female,18-29,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,Florida
p00350,control,Male,18-29,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Independent,Florida
p00351,control,Female,45-59,Asian / Asian American,Bachelor's degree,"$100,000 to $167,999",Independent,North Carolina
p00352,control,Male,45-59,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Independent,Florida
p00353,control,Male,30-44,Asian / Asian American,High school diploma / GED,"$30,000 to $55,999",Independent,Georgia
p00354,control,Male,60+,Other,High school diploma / GED,"$100,000 to $167,999",Independent,Utah
p00355,control,Female,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,Texas
p00356,control,Male,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Independent,Ohio
p00357,control,Male,60+,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Independent,Florida
p00358,control,Male,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,Ohio
p00359,control,Female,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,California
p00360,control,Female,60+,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Independent,Alabama
p00361,control,Male,30-44,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat,Arizona
p00362,control,Female,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,Florida
p00363,control,Female,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,Florida
p00364,control,Female,60+,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Other,Pennsylvania
p00365,control,Male,18-29,White / Caucasian,Less than high school,"$56,000 to $99,999",Independent,Florida
p00366,control,Female,60+,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Independent,Indiana
p00367,control,Male,60+,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,Texas
p00368,control,Other,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent,Georgia
p00369,control,Male,60+,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent,Wisconsin
p00370,control,Male,45-59,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Democrat,Arizona
p00371,control,Male,18-29,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Independent,Arizona
p00372,control,Female,18-29,Black / African American,High school diploma / GED,"$30,000 to $55,999",Independent,California
p00373,control,Male,45-59,Asian / Asian American,Bachelor's degree,"Less than $30,000",Independent,Florida
p00374,control,Female,30-44,Black / African American,Bachelor's degree,"$100,000 to $167,999",Independent,Minnesota
p00375,control,Male,30-44,Hispanic / Latino,Master's degree / Professional degree,"Less than $30,000",Democrat,Ohio
p00376,control,Female,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,Vermont
p00377,control,Male,45-59,White / Caucasian,Bachelor's degree,"Less than $30,000",Republican,Kentucky
p00378,control,Male,30-44,White / Caucasian,Less than high school,"$56,000 to $99,999",Independent,California
p00379,control,Female,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican,Pennsylvania
p00380,control,Male,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,Texas
p00381,control,Female,18-29,White / Caucasian,Doctorate degree / Ph.D.,"$56,000 to $99,999",Other,New York
p00382,control,Male,18-29,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Independent,Arkansas
p00383,control,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,Kentucky
p00384,control,Male,60+,White / Caucasian,Doctorate degree / Ph.D.,"$168,000 or more",Independent,Florida
p00385,control,Male,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,Florida
p00386,control,Male,18-29,Other,Some college or Associate's degree,"$30,000 to $55,999",Independent,Pennsylvania
p00387,control,Female,30-44,Asian / Asian American,Bachelor's degree,"Less than $30,000",Independent,Vermont
p00388,control,Female,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,Indiana
p00389,control,Male,30-44,Black / African American,High school diploma / GED,"$30,000 to $55,999",Republican,Georgia
p00390,control,Female,30-44,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Democrat,California
p00391,control,Male,30-44,Black / African American,Doctorate degree / Ph.D.,"$100,000 to $167,999",Democrat,California
p00392,control,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Republican,Florida
p00393,control,Male,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,California
p00394,control,Female,60+,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Independent,New Jersey
p00395,control,Female,45-59,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,Washington
